fecha;tipo_registro;depto_municipio;fecha_primer_caso;increm_casos;increm_muertes
19/12/2020;M;15104;21/08/2020;0.0000;0.0000
19/12/2020;M;68179;07/08/2020;0.1111;0.2857
19/12/2020;M;5059;19/07/2020;0.0000;0.0000
19/12/2020;M;15425;29/10/2020;0.0000;0.0000
19/12/2020;M;25120;02/06/2020;0.0000;0.1818
19/12/2020;M;5819;19/07/2020;0.0217;0.0222
19/12/2020;M;68444;24/07/2020;0.0000;0.0000
19/12/2020;M;68217;06/08/2020;0.0000;0.0000
19/12/2020;M;25898;26/05/2020;0.0345;0.0741
19/12/2020;M;15664;20/08/2020;0.0000;0.2632
19/12/2020;M;15580;30/07/2020;0.0448;0.0806
19/12/2020;M;25653;06/09/2020;0.0000;0.0000
19/12/2020;M;27660;31/10/2020;0.0000;0.0000
19/12/2020;M;73873;13/06/2020;0.0000;0.0000
19/12/2020;M;25592;18/07/2020;0.0000;0.0833
19/12/2020;M;81591;26/09/2020;0.0000;0.0213
19/12/2020;M;68397;03/07/2020;0.0222;0.0465
19/12/2020;M;17665;27/08/2020;0.0000;0.0000
19/12/2020;M;68533;02/08/2020;0.0286;0.0448
19/12/2020;M;15296;15/08/2020;0.0769;0.0833
19/12/2020;M;54239;24/07/2020;0.0000;0.0667
19/12/2020;M;15097;18/08/2020;0.0385;0.1818
19/12/2020;M;25258;28/05/2020;0.0000;0.0000
19/12/2020;M;5206;11/07/2020;0.0000;0.1176
19/12/2020;M;15232;27/07/2020;0.0000;0.0000
19/12/2020;M;25328;17/10/2020;0.0000;0.3333
19/12/2020;M;5021;11/08/2020;0.0000;0.0000
19/12/2020;M;25867;08/06/2020;0.0000;0.0000
19/12/2020;M;15189;14/08/2020;0.0000;0.0000
19/12/2020;M;5145;09/08/2020;0.0000;0.0000
19/12/2020;M;25805;11/09/2020;0.0000;0.0000
19/12/2020;M;15897;06/08/2020;0.0000;0.0000
19/12/2020;M;15464;08/09/2020;0.0455;0.0476
19/12/2020;M;70230;22/06/2020;0.0000;0.0000
19/12/2020;M;20310;19/05/2020;0.0000;0.0000
19/12/2020;M;5142;21/06/2020;0.0000;0.0000
19/12/2020;M;54480;08/06/2020;0.0000;0.0667
19/12/2020;M;68320;;0.0000;0.0000
19/12/2020;M;73024;09/07/2020;0.0000;0.0000
19/12/2020;M;25506;29/05/2020;0.0000;0.0000
19/12/2020;M;25851;26/07/2020;0.0000;0.0000
19/12/2020;M;97511;04/10/2020;0.0000;0.0000
19/12/2020;M;25293;10/07/2020;0.0000;0.0000
19/12/2020;M;18029;07/07/2020;0.0000;0.0000
19/12/2020;M;15109;29/05/2020;0.0345;0.0357
19/12/2020;M;41026;26/07/2020;0.0000;0.0000
19/12/2020;M;25168;25/11/2020;0.0000;0.1667
19/12/2020;M;52480;31/05/2020;0.0000;0.0000
19/12/2020;M;68020;19/09/2020;0.0000;0.6667
19/12/2020;M;15816;31/03/2020;0.0000;0.0000
19/12/2020;M;15332;29/10/2020;0.0000;0.0000
19/12/2020;M;41244;09/08/2020;0.0667;0.0714
19/12/2020;M;15466;18/07/2020;0.0299;0.0469
19/12/2020;M;68684;25/07/2020;0.0000;0.0000
19/12/2020;M;25823;11/11/2020;0.0000;0.0000
19/12/2020;M;25518;26/10/2020;0.0000;0.0000
19/12/2020;M;68152;31/07/2020;0.0000;0.0000
19/12/2020;M;15778;04/10/2020;0.0000;0.0000
19/12/2020;M;15537;18/08/2020;0.0000;0.0833
19/12/2020;M;99624;20/09/2020;0.0000;0.0000
19/12/2020;M;68324;06/08/2020;0.0000;0.0000
19/12/2020;M;54418;08/08/2020;0.0000;0.0000
19/12/2020;M;73461;02/11/2020;0.0000;0.0000
19/12/2020;M;81220;27/10/2020;0.0556;0.0588
19/12/2020;M;15244;20/08/2020;0.0000;0.0000
19/12/2020;M;68468;11/08/2020;0.0000;0.0000
19/12/2020;M;68502;11/07/2020;0.0000;0.0000
19/12/2020;M;68298;02/09/2020;0.0000;0.0000
19/12/2020;M;68780;08/10/2020;0.0000;0.0000
19/12/2020;M;5150;03/08/2020;0.0000;0.0000
19/12/2020;M;50270;03/09/2020;0.0000;0.0000
19/12/2020;M;91407;06/08/2020;0.0000;0.0000
19/12/2020;M;91798;12/07/2020;0.0000;0.0000
19/12/2020;M;25436;27/05/2020;0.0000;0.0000
19/12/2020;M;15368;14/08/2020;0.0000;0.0000
19/12/2020;M;15180;19/08/2020;0.0000;0.0000
19/12/2020;M;44420;30/07/2020;0.3077;0.4444
19/12/2020;M;15798;08/04/2020;0.0000;0.0000
19/12/2020;M;15224;13/05/2020;0.0000;0.0000
19/12/2020;M;73770;04/08/2020;0.0000;0.0000
19/12/2020;M;5658;16/07/2020;0.0000;0.0417
19/12/2020;M;25489;17/07/2020;0.0000;0.1667
19/12/2020;M;18479;20/07/2020;0.0000;0.0000
19/12/2020;M;15162;24/08/2020;0.0476;0.0500
19/12/2020;M;68211;13/08/2020;0.0000;0.0000
19/12/2020;M;15820;11/08/2020;0.0000;0.1579
19/12/2020;M;54680;19/06/2020;0.0370;0.0385
19/12/2020;M;15212;24/05/2020;0.0000;0.0000
19/12/2020;M;85300;15/10/2020;0.0000;0.0000
19/12/2020;M;25339;18/12/2020;0.0000;0.0000
19/12/2020;M;15690;20/08/2020;0.0000;0.0000
19/12/2020;M;15377;01/11/2020;0.0000;0.0000
19/12/2020;M;68266;10/09/2020;0.0000;0.0909
19/12/2020;M;25580;15/09/2020;0.0000;0.0000
19/12/2020;M;68720;09/07/2020;0.0000;0.0000
19/12/2020;M;15325;14/06/2020;0.0000;0.2000
19/12/2020;M;15808;12/05/2020;0.0000;0.1000
19/12/2020;M;68368;09/10/2020;0.0000;0.0000
19/12/2020;M;68209;04/08/2020;0.0000;0.0909
19/12/2020;M;15810;16/05/2020;0.0000;0.1429
19/12/2020;M;25807;15/10/2020;0.0000;0.3333
19/12/2020;M;15514;;0.0000;0.0000
19/12/2020;M;15276;30/09/2020;0.2000;0.2500
19/12/2020;M;27745;;0.0000;0.0000
19/12/2020;M;25299;02/08/2020;0.0000;0.0000
19/12/2020;M;15696;09/04/2020;0.0000;0.0000
19/12/2020;M;97161;06/09/2020;0.0000;0.0000
19/12/2020;M;15172;01/11/2020;0.0000;0.1111
19/12/2020;M;5501;16/07/2020;0.0000;0.0000
19/12/2020;M;15673;05/11/2020;0.0000;0.0000
19/12/2020;M;63111;29/07/2020;0.0000;0.0244
19/12/2020;M;15131;30/04/2020;0.0833;0.2000
19/12/2020;M;15762;18/10/2020;0.0000;0.0000
19/12/2020;M;15135;;0.0000;0.0000
19/12/2020;M;15248;14/08/2020;0.0000;0.0000
19/12/2020;M;15676;21/05/2020;0.0000;0.0000
19/12/2020;M;68673;03/08/2020;0.0000;0.0000
19/12/2020;M;91405;03/07/2020;0.0000;0.0000
19/12/2020;M;54125;02/05/2020;0.1250;0.1429
19/12/2020;M;68296;07/07/2020;0.0000;0.0000
19/12/2020;M;15500;29/03/2020;0.0000;0.0400
19/12/2020;M;68169;13/10/2020;0.0000;0.0000
19/12/2020;M;15761;02/11/2020;0.0000;0.2500
19/12/2020;M;68176;14/08/2020;0.0000;0.0000
19/12/2020;M;15187;20/08/2020;0.0000;0.0000
19/12/2020;M;15879;13/05/2020;0.0000;0.0000
19/12/2020;M;15293;24/08/2020;0.0000;0.0000
19/12/2020;M;25324;14/06/2020;0.0000;1.0000
19/12/2020;M;5004;25/07/2020;0.0000;0.0000
19/12/2020;M;15403;03/08/2020;0.0000;0.0000
19/12/2020;M;15774;23/06/2020;0.0000;0.0000
19/12/2020;M;15218;02/07/2020;0.0000;0.0588
19/12/2020;M;15380;13/09/2020;0.0000;0.0000
19/12/2020;M;15533;19/05/2020;0.0000;0.0000
19/12/2020;M;85015;18/10/2020;0.0769;0.0833
19/12/2020;M;68524;08/10/2020;0.0000;0.2500
19/12/2020;M;68264;27/08/2020;0.0000;0.0000
19/12/2020;M;25095;10/07/2020;0.0000;0.0000
19/12/2020;M;15215;05/06/2020;0.0000;0.0909
19/12/2020;M;17446;11/09/2020;0.0000;0.0000
19/12/2020;M;15236;03/11/2020;0.0000;0.0000
19/12/2020;M;68686;18/10/2020;0.0714;0.0769
19/12/2020;M;25483;29/06/2020;0.0000;0.0000
19/12/2020;M;68705;27/08/2020;0.0000;0.0000
19/12/2020;M;15511;06/08/2020;0.0000;0.0000
19/12/2020;M;97666;22/06/2020;0.0000;0.0000
19/12/2020;M;15518;20/08/2020;0.0000;0.0000
19/12/2020;M;68322;01/06/2020;0.0000;0.0000
19/12/2020;M;15621;12/11/2020;0.0000;0.0000
19/12/2020;M;68344;09/07/2020;0.0000;0.0000
19/12/2020;M;25368;20/10/2020;0.0000;0.0000
19/12/2020;M;68132;23/07/2020;0.0000;0.0357
19/12/2020;M;68682;18/07/2020;0.0000;0.0000
19/12/2020;M;68867;07/08/2020;0.0000;0.0000
19/12/2020;M;15106;02/08/2020;0.1250;0.1429
19/12/2020;M;15720;18/08/2020;0.0000;0.0000
19/12/2020;M;68425;09/09/2020;0.0000;0.0000
19/12/2020;M;68245;04/08/2020;0.0000;0.0000
19/12/2020;M;91263;05/12/2020;0.0000;0.0000
19/12/2020;M;85315;17/09/2020;0.0000;0.0000
19/12/2020;M;15839;15/10/2020;0.0000;0.0000
19/12/2020;M;68160;15/07/2020;0.0000;0.0000
19/12/2020;M;68121;;0.0000;0.0000
19/12/2020;M;94887;08/10/2020;0.0000;0.0000
19/12/2020;M;15362;26/07/2020;0.0000;0.0000
19/12/2020;M;94884;21/06/2020;0.0000;0.0000
19/12/2020;M;15092;08/12/2020;0.0000;0.0000
19/12/2020;M;25086;19/06/2020;0.0000;0.0000
19/12/2020;M;91460;;0.0000;0.0000
19/12/2020;M;68013;22/07/2020;0.0000;0.0000
19/12/2020;M;15317;12/08/2020;0.0000;0.0000
19/12/2020;M;25871;;0.0000;0.0000
19/12/2020;M;15226;30/07/2020;0.1000;0.4286
19/12/2020;M;15022;05/11/2020;0.0000;0.0000
19/12/2020;M;85279;02/09/2020;0.0000;0.0476
19/12/2020;M;15550;07/11/2020;0.0000;0.5000
19/12/2020;M;91669;07/07/2020;0.0000;0.0000
19/12/2020;M;94883;21/06/2020;0.0000;0.0000
19/12/2020;M;15522;24/08/2020;0.0000;0.0000
19/12/2020;M;15660;18/11/2020;0.0000;0.0000
19/12/2020;M;50245;22/10/2020;0.0000;0.0000
19/12/2020;M;15090;06/10/2020;0.0000;0.0000
19/12/2020;M;15832;10/09/2020;0.0000;0.0000
19/12/2020;M;68522;29/09/2020;0.0000;0.0000
19/12/2020;M;85136;22/10/2020;0.0000;0.0000
19/12/2020;M;68370;17/12/2020;0.0000;0.0000
19/12/2020;M;50686;;0.0000;0.0000
19/12/2020;M;15114;22/10/2020;0.0000;0.0000
19/12/2020;M;15401;07/11/2020;0.0000;0.0000
19/12/2020;M;15723;11/08/2020;0.0000;0.0000
19/12/2020;M;97889;13/06/2020;0.0000;0.0000
19/12/2020;M;94663;21/06/2020;0.0000;0.0000
19/12/2020;M;91536;;0.0000;0.0000
19/12/2020;M;94888;;0.0000;0.0000
19/12/2020;M;94886;;0.0000;0.0000
19/12/2020;M;97777;;0.0000;0.0000
19/12/2020;M;91530;;0.0000;0.0000
19/12/2020;M;91430;;0.0000;0.0000
19/12/2020;M;94885;;0.0000;0.0000
